,text
245,"<s>[INST]54 ha 45m2 = ……… ha. Số thích hợp cần điền vào chỗ chấm là:, các đáp án
54,45
54,045
54,0045
54,0450[/INST]</s>
Lời giải:Đây là đổi đơn vị từ nhỏ sang lớn. 54 ha + 45 ${\times}$ 0,0001 ha = 54,0045 ha
Chọn đáp án:54,0045"
246,"<s>[INST]Tổng của $92+6+\frac{5}{100}$ là:, các đáp án
92,65
98,5
98,05
926,05[/INST]</s>
Lời giải:Ta có: $92+6+\frac{5}{100}=98+\frac{5}{100}=\frac{9800+5}{100}=\frac{9805}{100}=98,05$
 Vậy tổng của $92+6+\frac{5}{100}$ là : 98,05
Chọn đáp án:98,05"
247,"<s>[INST]Tổng của 34 và 11 là:, các đáp án
23
54
45
44[/INST]</s>
Lời giải:Tổng của 34 và 11 là: 34 + 11 = 45
Chọn đáp án:45"
248,"<s>[INST]Tổng của 34,8; 9,5 và 26,7 là:, các đáp án
80
71
156,5
146,5[/INST]</s>
Lời giải:Tổng của 34,8; 9,5 và 26,7 là: 
 34,8 + 9,5 + 26,7 = 44,3 + 26,7 = 71
Chọn đáp án:71"
249,"<s>[INST]Tổng của 4,8 và 3,27 là:, các đáp án
8,007
8,7
8,07
5,127[/INST]</s>
Lời giải:Ta có: $4,8 + 3,27 = 8,07$ .Vậy tổng của 4,8 và 3,27 là 8,07.
Chọn đáp án:8,07"
250,"<s>[INST]58 có số liền trước là:, các đáp án
59
61
57
60[/INST]</s>
Lời giải:Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.Số liền trước của 58 là: 58 – 1 = 57
Chọn đáp án:57"
251,"<s>[INST]Tổng của 7 và 6 là số liền sau của:, các đáp án
11
12
13
14[/INST]</s>
Lời giải:Tổng của 7 và 6 là: 7 + 6 = 13
 Số cần tìm là số liền trước của 13.
 Muốn tìm số liền trước của một số, ta lấy số đó trừ đi 1 đơn vị.
 Vậy 13 số liền sau của: 13 – 1 = 12
Chọn đáp án:12"
252,"<s>[INST]Tổng của 9316 và 254,8 là:, các đáp án
957,08
9570,8
95,708
95708[/INST]</s>
Lời giải:Ta có: $9316 + 254,8 = 9570,8$ Vậy tổng là 9570,8
Chọn đáp án:9570,8"
253,"<s>[INST]Tổng của số lớn nhất có một chữ số và số liền trước của nó là:, các đáp án
17
16
18
19[/INST]</s>
Lời giải:Số lớn nhất có một chữ số: 9
 Số liền trước của 9 là: 9 – 1 = 8
 Tổng của số lớn nhất có một chữ số và số liền trước của nó là: 9 + 8 = 17
Chọn đáp án:17"
254,"<s>[INST]5kg 23g = ……….kg, các đáp án
5,023kg
5,23kg
5230kg
5023kg[/INST]</s>
Lời giải:Đây là đổi đơn vị từ nhỏ sang lớn. 23g x 0,001 = 0,023kg ${\times}$ 5kg + 0,023kg = 5,023kg
Chọn đáp án:5,023kg"
255,"<s>[INST]Trên bản đồ có ghi tỉ lệ 1 : 1000, có chiều dài một bồn hoa hình bình hành đo được 12 cm. Chiều dài bồn hoa hình bình hành đó trên thực tế dài số xăng ti mét là:, các đáp án
12
120
1 200
12 000[/INST]</s>
Lời giải:Chiều dài bồn hoa hình bình hành đó trên thực tế dài số xăng ${-}$ ti ${-}$ mét là: 12 ${\times}$ 1000 = 12000 (cm)
Chọn đáp án:12000"
256,"<s>[INST]Trên xe buýt có 15 người. Đến điểm dừng có 4 người lên xe. Số người trên xe buýt lúc này là:, các đáp án
8 người
11 người
12 người
19 người[/INST]</s>
Lời giải:Số người trên xe buýt lúc này là:
 15 + 4 = 19 (người)
Chọn đáp án:19 người"
257,"<s>[INST]Trời bắt đầu lạnh nên bố dẫn An đi mua đệm mới. Cô bán hàng nói các đệm ở cửa hàng đều dài 20 dm và hỏi An muốn mua chiếc đệm rộng bao nhiêu. An chỉ nhớ chu vi của chiếc giường là 68 dm. Để vừa với chiếc giường, An nên mua chiếc đệm có chiều rộng là:, các đáp án
48 dm
12 dm
20 dm
14 dm[/INST]</s>
Lời giải:Chiều rộng là: $\frac{68}{2}$ – 20 = 14 (dm)
Chọn đáp án:14 dm"
258,"<s>[INST]5kg bằng một phần mấy của 20kg?, các đáp án
1/4
1/5
1/6
1/7[/INST]</s>
Lời giải:$\frac{5}{20}$ = $\frac{1}{4}$
Chọn đáp án:$\frac{1}{4}$"
259,"<s>[INST]Trong các phân số $\frac{12}{13}$ ; $\frac{14}{15}$ ; $\frac{17}{16}$ ; $\frac{19}{20}$ phân số có thể đổi thành hỗn số là:, các đáp án
12/13
14/15
17/16
19/20[/INST]</s>
Lời giải:Phân số có thể đổi thành hỗn số là phân số có tử số lớn hơn mẫu số. Phân số $\frac{17}{16}$ có tử số lớn hơn mẫu số. Vậy phân số $\frac{17}{16}$ có thể đổi thành hỗn số
Chọn đáp án:$\frac{17}{16}$"
260,"<s>[INST]5kg được gấp lên 5 lần có giá trị là:, các đáp án
35
35kg
25
25kg[/INST]</s>
Lời giải:5 ${\times}$ 5 = 25
Chọn đáp án:25kg"
261,"<s>[INST]Trong các phân số sau phân số nào lớn hơn 1:, các đáp án
4/7
8/5
5/5
3/4[/INST]</s>
Lời giải:Phân số lớn hơn 1 thì tử số lớn hơn mẫu số. Phân số lớn hơn 1 là: $\frac{8}{5}$
Chọn đáp án:$\frac{8}{5}$"
262,"<s>[INST]Trong các phân số: $\frac{5}{6}$ ; $\frac{7}{3}$ ; $\frac{9}{9}$ ; $\frac{8}{7}$ ; $\frac{5}{9}$ ; $\frac{13}{13}$ , phân số lớn hơn 1 là:, các đáp án
5/6 ; 5/9
7/3 ; 8/7
9/9 ; 13/13
Tất cả các phân số đã cho[/INST]</s>
Lời giải:Phân số lớn hơn 1 thì tử số lớn hơn mẫu số. Nên phân số lớn hơn 1 là: $\frac{7}{3}$ ; $\frac{8}{7}$
Chọn đáp án:$\frac{7}{3}$ ; $\frac{8}{7}$"
263,"<s>[INST]Trong các phép chia dưới đây, phép chia có số dư lớn nhất là:, các đáp án
26 / 7
34 / 6
80 / 9
70 / 8[/INST]</s>
Lời giải:$\frac{26}{7}$ = 3 (dư 5)
 $\frac{34}{6}$ = 5 (dư 4)
 $\frac{80}{9}$ = 8 (dư 8)
 $\frac{70}{8}$ = 8 (dư 6)
 Trong các phép chia dưới đây, phép chia có số dư lớn nhất là: $\frac{80}{9}$
Chọn đáp án:$\frac{80}{9}$"
264,"<s>[INST]Trong các phép chia với số chia là 6, số dư lớn nhất của các phép chia đó là:, các đáp án
3
4
5
6[/INST]</s>
Lời giải:Trong các phép chia với số chia là 6, số dư lớn nhất của các phép chia đó là: 5
Chọn đáp án:5"
265,"<s>[INST]Trong các phép so sánh sau, phép so sánh đúng là:, các đáp án
9m2 12cm2 = 9,12m2
1,1 giờ = 1 giờ 6 phút
81 tạ 8,1 tấn
0,96m = 96dm[/INST]</s>
Lời giải:Trong các phép so sánh sau, phép so sánh đúng là: 1,1 giờ = 1 giờ 6 phút
Chọn đáp án:1,1 giờ = 1 giờ 6 phút"
266,"<s>[INST]Trong các phép tính sau, phép tính có kết quả lớn nhất là:, các đáp án
9 528 + 5 132
20 742 – 8 560
4 509 ${\times}$ 3
84 630 : 7[/INST]</s>
Lời giải:9528 + 5132 = 14660
 20742 – 8560 = 12182 
 4509 ${\times}$ 3 = 13527 
 84630 : 7 = 12090
 Ta có 14660135271218212090
 Vậy phép tính có kết quả lớn nhất là: 9528 + 5132
Chọn đáp án:9528 + 5132"
267,"<s>[INST]6 dm27 cm2 = …………… cm2. Số cần điền vào chỗ chấm là:, các đáp án
607
67
670
6 007[/INST]</s>
Lời giải:6 dm27 cm2 = 600 cm2 + 7 cm2 = 607 cm2
 Vậy 6 dm27 cm2 = 607 cm2.
Chọn đáp án:607"
268,"<s>[INST]Trong các phép tính sau, phép tính có kết quả lớn nhất là:, các đáp án
1 215 × 5
8 084 : 2
7 527 : 3
800 × 4[/INST]</s>
Lời giải:So sánh kết quả của các phép tính ta được: 2509 < 3200 < 4042 < 6075.
 Vậy phép tính có kết quả lớn nhất là: 1215 ${\times}$ 5
Chọn đáp án:1215 × 5"
269,"<s>[INST]Trong các phép tính sau, phép tính có kết quả nhỏ nhất là:, các đáp án
90 155 : 5
13 456 + 9 528
5218 ${\times}$ 3
20 590 – 1 565[/INST]</s>
Lời giải:90155 : 5 = 18031
 13456 + 9528 = 22984
 52l8 ${\times}$ 3 = 15654 
 20590 – 1565 = 19025
 Phép tính có kết quả nhỏ nhất là: 5218 ${\times}$ 3
Chọn đáp án:5218 ${\times}$ 3"
270,"<s>[INST]Trong các phép tính sau, phép tính có kết quả nhỏ nhất là:, các đáp án
 000 + 7 500
20 000 – 3 000
4 500 ${\times}$ 3
93 000 : 3[/INST]</s>
Lời giải:9000 + 7500 = 16500 
 20000 – 3000 = 17000 
 4500 ${\times}$ 3 = 13500
 $\frac{93000}{3}$ = 31000
 Ta có 13500165001700031000
 Phép tính có kết quả nhỏ nhất là: 4500 ${\times}$ 3
Chọn đáp án:4500 ${\times}$ 3"
271,"<s>[INST]Trong các phép tính sau, phép tính có kết quả nhỏ nhất là:, các đáp án
4 300 + 600
6 500 – 2 800
7 000 – 2 000
1 300 + 2 700[/INST]</s>
Lời giải:Em tính nhẩm:
 4300 + 600 = 4900
 6500 – 2800 = 3700
 7000 – 2000 = 5000
 1300 + 2700 = 4000
 So sánh: 3700 < 400 < 4900 < 5000
 Vậy phép tính có kết quả nhỏ nhất là: 6500 – 2800
Chọn đáp án:6500 – 2800"
272,"<s>[INST]Trong các phép tính sau, phép tính nào có kết quả lớn nhất:, các đáp án
15 852 – 9 360
16 074 / 2
6 858 + 523
3 728 ${\times}$ 2[/INST]</s>
Lời giải:15852 – 9360 = 6492
 16074 : 2 = 8037 
 6858 + 523 = 7381
 3728 ${\times}$ 2 = 7456
 Phép tính nào có kết quả lớn nhất là: 16074 : 2
Chọn đáp án:16074 : 2"
273,"<s>[INST]6 gồm:, các đáp án
3 và 3
2 và 6
4 và 1
5 và 2[/INST]</s>
Lời giải:3 và 3 được 62 và 6 được 84 và 1 được 55 và 2 được 7Vậy 6 gồm: 3 và 3Phần 2. Tự luận
Chọn đáp án:3 và 3"
274,"<s>[INST]Trong các số 214, 178, 187, 241. Số bé nhất là:, các đáp án
214
178
187
241[/INST]</s>
Lời giải:Số 214 và số 241 có chữ số hàng trăm là 2.
 Số 214 có chữ số hàng chục là 1, số 241 có chữ số hàng chục là 4, do 14 nên 214241. 
 Số 178 và số 187 có chữ số hàng trăm là 1. 
 Số 178 có chữ số hàng chục là 7, số 187 có chữ số hàng chục là 8, do 78 nên 178187. Do 12 nên 178187214241.
 Vậy số nhỏ nhất trong các số trên là 178.
Chọn đáp án:178"
275,"<s>[INST]Trong các số 30768; 43526; 15916; 43000, số nhỏ nhất là:, các đáp án
30 768
43 526
15 916
43 000[/INST]</s>
Lời giải:Các số đã cho đều là số có 5 chữ số.
 Số 43526 và số 43000 đều có chữ số hàng chục nghìn là 4 và chữ số hàng nghìn là 3.
 Xét chữ số hàng trăm: Vì 0 < 5 nên 43000 < 43526.
 Xét chữ số hàng chục nghìn của các số đã cho:
 Ta có: 1 < 3 < 4 nên 15916 < 30768 < 43000 < 43526.
 Vậy số nhỏ nhất trong dãy số trên là 15916.
Chọn đáp án:15916"
276,"<s>[INST]Trong các số 512,37; 439,25; 735,49; 627,54 có chữ số 5 ở hàng phần trăm là:, các đáp án
512,37
439,25
735,49
627,54[/INST]</s>
Lời giải:Hàng phần trăm là vị trí thứ hai sau dấu phẩy.
Vậy số có chữ số 5 ở vị trí thứ hai sau dấu phẩy là: 439,25.
Chọn đáp án:439,25"
277,"<s>[INST]Khoảng thời gian từ 7 giờ 30 phút đến 9 giờ là:, các đáp án
1 giờ 30 phút
2 giờ 30 phút
30 phút
15 giờ 30 phút[/INST]</s>
Lời giải:Khoảng thời gian từ 7 giờ 30 phút đến 9 giờ là: 9 giờ - 7 giờ 30 phút = 1 giờ 30 phút.
Chọn đáp án:1 giờ 30 phút"
278,"<s>[INST]6 là kết quả của phép tính nào dưới đây:, các đáp án
12 : 3
12 : 6
42 : 7
40 : 8[/INST]</s>
Lời giải:nan
Chọn đáp án:42 : 7"
279,"<s>[INST]Trong các số đo độ dài sau đây, số đo bằng 41,5 m là:, các đáp án
41,5 dm
4105 m
41,500 m
41,05 m[/INST]</s>
Lời giải:Ta thấy 41,500 = 41,5 
 Nên 41,500 m = 41,5 m.
Chọn đáp án:41,500 m"
280,"<s>[INST]Trong các số đo dưới đây, số đo bằng 12,025 km là:, các đáp án
12250 m
12025 m
12 km 250m
1225m[/INST]</s>
Lời giải:12,025 km = 12025 m
Chọn đáp án:12025 m"
281,"<s>[INST]Trong các số sau, chữ số 7 trong số nào có giá trị là $\frac{7}{100}$?, các đáp án
398,7
398,07
793,8
973,08[/INST]</s>
Lời giải:Ta có: $\frac{7}{100}=0,07$. Vậy chữ số 7 có giá trị thuộc phần trăm. Vậy số có chữ số 7 có giá trị thuộc phần trăm là 398,07
Chọn đáp án:398,07"
282,"<s>[INST]6 là thương của hai số nào?, các đáp án
25 và 5
20 và 2
30 và 5
18 và 2[/INST]</s>
Lời giải:Ta có: $\frac{25}{5}$ = 5
 $\frac{20}{2}$ = 10
 $\frac{30}{5}$ = 6
 $\frac{18}{2}$ = 9
 Vậy 6 là thương của 30 và 5
Chọn đáp án:30 và 5"
283,"<s>[INST]Trong các số thập phân 30,516; 30,561; 30,651; 30,615. Số thập phân lớn nhất là:, các đáp án
30,516
30,561
30,651
30,615[/INST]</s>
Lời giải:Trong các số thập phân 30,516; 30,561; 30,651; 30,615. Số thập phân lớn nhất là: 30,651.
Chọn đáp án:30,651"
284,"<s>[INST]6 năm 8 tháng + 7 năm 6 tháng = ?, các đáp án
14 năm 2 tháng
15 năm 2 tháng
16 năm 2 tháng
13 năm 2 tháng[/INST]</s>
Lời giải:6 năm 8 tháng + 7 năm 6 tháng = 13 năm 14 tháng. 1 năm có 12 tháng nên 14 tháng được thêm 1 năm thành 14 năm 2 tháng
Chọn đáp án:14 năm 2 tháng"
285,"<s>[INST]Trong các số: 342, 529, 299, 701 số nhỏ nhất là:, các đáp án
342
529
299
701[/INST]</s>
Lời giải:Các số: 342, 529, 299, 701 là số có ba chữ số nên ta so sánh theo chiều từ trái sang phải.
 Số hàng trăm: 23 57Vậy 299342529701
 Vậy số nhỏ nhất là: 299
Chọn đáp án:299"
286,"<s>[INST]6,13m3 = …lít:, các đáp án
613
6130
6,13
61,3[/INST]</s>
Lời giải:Đây là đổi đơn vị từ lớn sang nhỏ. 6,13m3 ${\times}$ 100 = 6130 l
Chọn đáp án:6130"
287,"<s>[INST]Trong các số: 62523: 72236, 51425, 62652, số lớn nhất là:, các đáp án
62 523
72 736
51 425
62 652[/INST]</s>
Lời giải:Trong các số: 62523: 72236, 51425, 62652, số lớn nhát là: 72736
Chọn đáp án:72736"
288,"<s>[INST]Trong các số: 653, 271, 290, 451; số nhỏ nhất là:, các đáp án
653
271
290
451[/INST]</s>
Lời giải:So sánh: 653, 271, 290, 451 theo chiều từ trái sang phải:Số hàng trăm: 24 6So sánh: 271, 290 có:Số hàng chục: 79 nên 271290Vậy 271290451653.Vậy số nhỏ nhất là: 271
Chọn đáp án:271"
289,"<s>[INST]Trong các số: 825, 627, 958, 609; số lớn nhất là:, các đáp án
825
627
958
609[/INST]</s>
Lời giải:Các số: 825, 627, 958, 609 đều là số có ba chữ số nên ta so sánh theo chiều từ trái sang.
 Số hàng trăm: 68 9
 Vậy số lớn nhất là: 958
Chọn đáp án:958"
290,"<s>[INST]Trong chuồng có cả lợn và gà. An đếm được có 10 cái chân. Số gà nhiều hơn số lợn. Số lợn trong chuồng là:, các đáp án
1 con
2 con
3 con
4 con[/INST]</s>
Lời giải:Nếu Lợn là: 1 con thì Gà là: 3 con. Đúng 
Nếu Lợn là: 2 con thì Gà là: 1 con. Không đúng.
Vậy số lợn trong chuồng là: 1 con
Chọn đáp án:1 con"
291,"<s>[INST]675 chia cho 6 bằng:, các đáp án
112
110 dư 5
112 dư 3
111 dư 4[/INST]</s>
Lời giải:$\frac{675}{6}$ = 112 (dư 3)
Chọn đáp án:112 dư 3"
292,"<s>[INST]Trong hộp có 1 quả bóng xanh, 1 quả bóng đỏ, 1 quả bóng vàng. Khi lấy một quả bóng từ trong chiếc hộp thì có mấy khả năng xảy ra:, các đáp án
0
1
2
3[/INST]</s>
Lời giải:Khi lấy một quả bóng từ trong chiếc hộp thì có 3 khả năng có thể xảy ra:
 - Có thể lấy được quả bóng xanh.
 - Có thể lấy được quả bóng đỏ.
 - Có thể lấy được quả bóng vàng.
Chọn đáp án:3"
293,"<s>[INST]Trong hộp có 15 cây bút đỏ và 33 cây bút xanh. Tỉ số của số bút xanh và số bút trong hộp là:, các đáp án
15/33
33/15
33/48
15/48[/INST]</s>
Lời giải:Trong hộp có tổng số bút là: $15 + 33 = 48$ (bút)
 Tỉ số của số bút xanh và số bút trong hộp là: $\frac{33}{48}$
Chọn đáp án:$\frac{33}{48}$"
294,"<s>[INST]Trong kì nghỉ lễ vừa qua, tỉnh Bến Tre đón khoảng 74000 lượt khách, tỉnh Lào Cai đón khoảng 98000 lượt khách, tỉnh Kiên Giang đón khoảng 45000 lượt khách và tỉnh Vĩnh Phúc đón khoảng 80000 lượt khách. Vậy tỉnh có lượt khách tham quan nhiều nhất là:, các đáp án
Bến Tre
Lào Cai
Kiên Giang
Vĩnh Phúc[/INST]</s>
Lời giải:Xét các số: 74000; 98000; 45000; 80000 đều là các số có 5 chữ số
 Ta so sánh chữ số hàng chục nghìn: 4 < 7 < 8 < 9 nên
 45000 < 74000 < 80000 < 98000
 Vậy tỉnh có lượt khách tham quan nhiều nhất là tỉnh Lào Cai với 98000 lượt khách.
Chọn đáp án:Lào Cai"
295,"<s>[INST]Trong mỗi bữa cơm, nhà Mai có 6 người lớn ăn cơm bằng đũa Để đủ cho mỗi người lớn có một đôi đũa, số chiếc đũa Mai cần lấy là:, các đáp án
12 chiếc
8 chiếc
10 chiếc
14 chiếc[/INST]</s>
Lời giải:Số chiếc đũa Mai cần lấy là:2 ${\times}$ 6 = 12 (chiếc đũa)
Chọn đáp án:12 chiếc"
296,"<s>[INST]Trong một năm có bao nhiêu tháng có 31 ngày?, các đáp án
4 tháng
5 tháng
7 tháng
8 tháng[/INST]</s>
Lời giải:Một năm có 7 tháng có 31 ngày, 4 tháng có 30 ngày và 1 tháng có 28 hoặc 29 ngày.
Chọn đáp án:7 tháng"
297,"<s>[INST]Trong một tuần, nếu hôm nay là thứ ba ngày 20 thì chủ nhật là:, các đáp án
ngày 25
ngày 21
ngày 23
ngày 24[/INST]</s>
Lời giải:Thứ ba ngày 20;
 Thứ tư ngày 21;
 Thứ năm ngày 22;
 Thứ sáu ngày 23;
 Thứ bảy ngày 24;
 Chủ nhật ngày 25.
 Vậy nếu thứ ba ngày 20 thì chủ nhật ngày 25.
Chọn đáp án:ngày 25"
298,"<s>[INST]7 ${\times}$ 5 ? ? ? 5 ${\times}$ 10, các đáp án
5 ${\times}$ 6
2 ${\times}$ 9
5 ${\times}$ 9
7 ${\times}$ 2[/INST]</s>
Lời giải:7 ${\times}$ 5 ? ? ? 5 ${\times}$ 10
 Ta có: 7 ${\times}$ 5 = 355 ${\times}$ 10 = 50
 Vậy 35 ? ? ? 50
 Ta lại có: 5 ${\times}$ 6 = 302 ${\times}$ 9 = 185 ${\times}$ 9 = 457 ${\times}$ 2 = 14
 Vậy phép tính đúng là: 5 ${\times}$ 9
Chọn đáp án:5 ${\times}$ 9"
299,"<s>[INST]Trong phép tính: 24 – 14 = 10, số trừ là:, các đáp án
24
24 – 14
14
10[/INST]</s>
Lời giải:Trong phép tính: 24 – 14 = 10
 24: số bị trừ
 14: số trừ
 Vậy số trừ là: 14
Chọn đáp án:14"
300,"<s>[INST]Trong phép tính: 36 + 12 = 48 , 36 + 12 được gọi là:, các đáp án
Số hạng
Hiệu
Số bị trừ
Tổng[/INST]</s>
Lời giải:Trong phép tính: 36 + 12 = 48
 Ta có:
 36: số hạng
 12: số hạng
 36 + 12: tổng
Chọn đáp án:Tổng"
